Date,Year,Month,Day,Quarter,Start of Quarter,Start of Month,Start of Week,Day Name,Season,Is_Weekend
10/1/2021,2021,10,1,3,10/1/2021,10/1/2021,9/26/2021,Friday,Fall,0
10/2/2021,2021,10,2,3,10/1/2021,10/1/2021,9/26/2021,Saturday,Fall,1
10/3/2021,2021,10,3,4,10/1/2021,10/1/2021,10/3/2021,Sunday,Fall,1
10/4/2021,2021,10,4,4,10/1/2021,10/1/2021,10/3/2021,Monday,Fall,0
10/5/2021,2021,10,5,4,10/1/2021,10/1/2021,10/3/2021,Tuesday,Fall,0
10/6/2021,2021,10,6,4,10/1/2021,10/1/2021,10/3/2021,Wednesday,Fall,0
10/7/2021,2021,10,7,4,10/1/2021,10/1/2021,10/3/2021,Thursday,Fall,0
10/8/2021,2021,10,8,4,10/1/2021,10/1/2021,10/3/2021,Friday,Fall,0
10/9/2021,2021,10,9,4,10/1/2021,10/1/2021,10/3/2021,Saturday,Fall,1
10/10/2021,2021,10,10,4,10/1/2021,10/1/2021,10/10/2021,Sunday,Fall,1
10/11/2021,2021,10,11,4,10/1/2021,10/1/2021,10/10/2021,Monday,Fall,0
10/12/2021,2021,10,12,4,10/1/2021,10/1/2021,10/10/2021,Tuesday,Fall,0
10/13/2021,2021,10,13,4,10/1/2021,10/1/2021,10/10/2021,Wednesday,Fall,0
10/14/2021,2021,10,14,4,10/1/2021,10/1/2021,10/10/2021,Thursday,Fall,0
10/15/2021,2021,10,15,4,10/1/2021,10/1/2021,10/10/2021,Friday,Fall,0
10/16/2021,2021,10,16,4,10/1/2021,10/1/2021,10/10/2021,Saturday,Fall,1
10/17/2021,2021,10,17,4,10/1/2021,10/1/2021,10/17/2021,Sunday,Fall,1
10/18/2021,2021,10,18,4,10/1/2021,10/1/2021,10/17/2021,Monday,Fall,0
10/19/2021,2021,10,19,4,10/1/2021,10/1/2021,10/17/2021,Tuesday,Fall,0
10/20/2021,2021,10,20,4,10/1/2021,10/1/2021,10/17/2021,Wednesday,Fall,0
10/21/2021,2021,10,21,4,10/1/2021,10/1/2021,10/17/2021,Thursday,Fall,0
10/22/2021,2021,10,22,4,10/1/2021,10/1/2021,10/17/2021,Friday,Fall,0
10/23/2021,2021,10,23,4,10/1/2021,10/1/2021,10/17/2021,Saturday,Fall,1
10/24/2021,2021,10,24,4,10/1/2021,10/1/2021,10/24/2021,Sunday,Fall,1
10/25/2021,2021,10,25,4,10/1/2021,10/1/2021,10/24/2021,Monday,Fall,0
10/26/2021,2021,10,26,4,10/1/2021,10/1/2021,10/24/2021,Tuesday,Fall,0
10/27/2021,2021,10,27,4,10/1/2021,10/1/2021,10/24/2021,Wednesday,Fall,0
10/28/2021,2021,10,28,4,10/1/2021,10/1/2021,10/24/2021,Thursday,Fall,0
10/29/2021,2021,10,29,4,10/1/2021,10/1/2021,10/24/2021,Friday,Fall,0
10/30/2021,2021,10,30,4,10/1/2021,10/1/2021,10/24/2021,Saturday,Fall,1
10/31/2021,2021,10,31,4,10/1/2021,10/1/2021,10/31/2021,Sunday,Fall,1
11/1/2021,2021,11,1,4,10/1/2021,11/1/2021,10/31/2021,Monday,Fall,0
11/2/2021,2021,11,2,4,10/1/2021,11/1/2021,10/31/2021,Tuesday,Fall,0
11/3/2021,2021,11,3,4,10/1/2021,11/1/2021,10/31/2021,Wednesday,Fall,0
11/4/2021,2021,11,4,4,10/1/2021,11/1/2021,10/31/2021,Thursday,Fall,0
11/5/2021,2021,11,5,4,10/1/2021,11/1/2021,10/31/2021,Friday,Fall,0
11/6/2021,2021,11,6,4,10/1/2021,11/1/2021,10/31/2021,Saturday,Fall,1
11/7/2021,2021,11,7,4,10/1/2021,11/1/2021,11/7/2021,Sunday,Fall,1
11/8/2021,2021,11,8,4,10/1/2021,11/1/2021,11/7/2021,Monday,Fall,0
11/9/2021,2021,11,9,4,10/1/2021,11/1/2021,11/7/2021,Tuesday,Fall,0
11/10/2021,2021,11,10,4,10/1/2021,11/1/2021,11/7/2021,Wednesday,Fall,0
11/11/2021,2021,11,11,4,10/1/2021,11/1/2021,11/7/2021,Thursday,Fall,0
11/12/2021,2021,11,12,4,10/1/2021,11/1/2021,11/7/2021,Friday,Fall,0
11/13/2021,2021,11,13,4,10/1/2021,11/1/2021,11/7/2021,Saturday,Fall,1
11/14/2021,2021,11,14,4,10/1/2021,11/1/2021,11/14/2021,Sunday,Fall,1
11/15/2021,2021,11,15,4,10/1/2021,11/1/2021,11/14/2021,Monday,Fall,0
11/16/2021,2021,11,16,4,10/1/2021,11/1/2021,11/14/2021,Tuesday,Fall,0
11/17/2021,2021,11,17,4,10/1/2021,11/1/2021,11/14/2021,Wednesday,Fall,0
11/18/2021,2021,11,18,4,10/1/2021,11/1/2021,11/14/2021,Thursday,Fall,0
11/19/2021,2021,11,19,4,10/1/2021,11/1/2021,11/14/2021,Friday,Fall,0
11/20/2021,2021,11,20,4,10/1/2021,11/1/2021,11/14/2021,Saturday,Fall,1
11/21/2021,2021,11,21,4,10/1/2021,11/1/2021,11/21/2021,Sunday,Fall,1
11/22/2021,2021,11,22,4,10/1/2021,11/1/2021,11/21/2021,Monday,Fall,0
11/23/2021,2021,11,23,4,10/1/2021,11/1/2021,11/21/2021,Tuesday,Fall,0
11/24/2021,2021,11,24,4,10/1/2021,11/1/2021,11/21/2021,Wednesday,Fall,0
11/25/2021,2021,11,25,4,10/1/2021,11/1/2021,11/21/2021,Thursday,Fall,0
11/26/2021,2021,11,26,4,10/1/2021,11/1/2021,11/21/2021,Friday,Fall,0
11/27/2021,2021,11,27,4,10/1/2021,11/1/2021,11/21/2021,Saturday,Fall,1
11/28/2021,2021,11,28,4,10/1/2021,11/1/2021,11/28/2021,Sunday,Fall,1
11/29/2021,2021,11,29,4,10/1/2021,11/1/2021,11/28/2021,Monday,Fall,0
11/30/2021,2021,11,30,4,10/1/2021,11/1/2021,11/28/2021,Tuesday,Fall,0
12/1/2021,2021,12,1,4,10/1/2021,12/1/2021,11/28/2021,Wednesday,Winter,0
12/2/2021,2021,12,2,4,10/1/2021,12/1/2021,11/28/2021,Thursday,Winter,0
12/3/2021,2021,12,3,4,10/1/2021,12/1/2021,11/28/2021,Friday,Winter,0
12/4/2021,2021,12,4,4,10/1/2021,12/1/2021,11/28/2021,Saturday,Winter,1
12/5/2021,2021,12,5,4,10/1/2021,12/1/2021,12/5/2021,Sunday,Winter,1
12/6/2021,2021,12,6,4,10/1/2021,12/1/2021,12/5/2021,Monday,Winter,0
12/7/2021,2021,12,7,4,10/1/2021,12/1/2021,12/5/2021,Tuesday,Winter,0
12/8/2021,2021,12,8,4,10/1/2021,12/1/2021,12/5/2021,Wednesday,Winter,0
12/9/2021,2021,12,9,4,10/1/2021,12/1/2021,12/5/2021,Thursday,Winter,0
12/10/2021,2021,12,10,4,10/1/2021,12/1/2021,12/5/2021,Friday,Winter,0
12/11/2021,2021,12,11,4,10/1/2021,12/1/2021,12/5/2021,Saturday,Winter,1
12/12/2021,2021,12,12,4,10/1/2021,12/1/2021,12/12/2021,Sunday,Winter,1
12/13/2021,2021,12,13,4,10/1/2021,12/1/2021,12/12/2021,Monday,Winter,0
12/14/2021,2021,12,14,4,10/1/2021,12/1/2021,12/12/2021,Tuesday,Winter,0
12/15/2021,2021,12,15,4,10/1/2021,12/1/2021,12/12/2021,Wednesday,Winter,0
12/16/2021,2021,12,16,4,10/1/2021,12/1/2021,12/12/2021,Thursday,Winter,0
12/17/2021,2021,12,17,4,10/1/2021,12/1/2021,12/12/2021,Friday,Winter,0
12/18/2021,2021,12,18,4,10/1/2021,12/1/2021,12/12/2021,Saturday,Winter,1
12/19/2021,2021,12,19,4,10/1/2021,12/1/2021,12/19/2021,Sunday,Winter,1
12/20/2021,2021,12,20,4,10/1/2021,12/1/2021,12/19/2021,Monday,Winter,0
12/21/2021,2021,12,21,4,10/1/2021,12/1/2021,12/19/2021,Tuesday,Winter,0
12/22/2021,2021,12,22,4,10/1/2021,12/1/2021,12/19/2021,Wednesday,Winter,0
12/23/2021,2021,12,23,4,10/1/2021,12/1/2021,12/19/2021,Thursday,Winter,0
12/24/2021,2021,12,24,4,10/1/2021,12/1/2021,12/19/2021,Friday,Winter,0
12/25/2021,2021,12,25,4,10/1/2021,12/1/2021,12/19/2021,Saturday,Winter,1
12/26/2021,2021,12,26,4,10/1/2021,12/1/2021,12/26/2021,Sunday,Winter,1
12/27/2021,2021,12,27,4,10/1/2021,12/1/2021,12/26/2021,Monday,Winter,0
12/28/2021,2021,12,28,4,10/1/2021,12/1/2021,12/26/2021,Tuesday,Winter,0
12/29/2021,2021,12,29,4,10/1/2021,12/1/2021,12/26/2021,Wednesday,Winter,0
12/30/2021,2021,12,30,4,10/1/2021,12/1/2021,12/26/2021,Thursday,Winter,0
12/31/2021,2021,12,31,4,10/1/2021,12/1/2021,12/26/2021,Friday,Winter,0
1/1/2022,2022,1,1,4,1/1/2022,1/1/2022,12/26/2021,Saturday,Winter,1
1/2/2022,2022,1,2,1,1/1/2022,1/1/2022,1/2/2022,Sunday,Winter,1
1/3/2022,2022,1,3,1,1/1/2022,1/1/2022,1/2/2022,Monday,Winter,0
1/4/2022,2022,1,4,1,1/1/2022,1/1/2022,1/2/2022,Tuesday,Winter,0
1/5/2022,2022,1,5,1,1/1/2022,1/1/2022,1/2/2022,Wednesday,Winter,0
1/6/2022,2022,1,6,1,1/1/2022,1/1/2022,1/2/2022,Thursday,Winter,0
1/7/2022,2022,1,7,1,1/1/2022,1/1/2022,1/2/2022,Friday,Winter,0
1/8/2022,2022,1,8,1,1/1/2022,1/1/2022,1/2/2022,Saturday,Winter,1
1/9/2022,2022,1,9,1,1/1/2022,1/1/2022,1/9/2022,Sunday,Winter,1
1/10/2022,2022,1,10,1,1/1/2022,1/1/2022,1/9/2022,Monday,Winter,0
1/11/2022,2022,1,11,1,1/1/2022,1/1/2022,1/9/2022,Tuesday,Winter,0
1/12/2022,2022,1,12,1,1/1/2022,1/1/2022,1/9/2022,Wednesday,Winter,0
1/13/2022,2022,1,13,1,1/1/2022,1/1/2022,1/9/2022,Thursday,Winter,0
1/14/2022,2022,1,14,1,1/1/2022,1/1/2022,1/9/2022,Friday,Winter,0
1/15/2022,2022,1,15,1,1/1/2022,1/1/2022,1/9/2022,Saturday,Winter,1
1/16/2022,2022,1,16,1,1/1/2022,1/1/2022,1/16/2022,Sunday,Winter,1
1/17/2022,2022,1,17,1,1/1/2022,1/1/2022,1/16/2022,Monday,Winter,0
1/18/2022,2022,1,18,1,1/1/2022,1/1/2022,1/16/2022,Tuesday,Winter,0
1/19/2022,2022,1,19,1,1/1/2022,1/1/2022,1/16/2022,Wednesday,Winter,0
1/20/2022,2022,1,20,1,1/1/2022,1/1/2022,1/16/2022,Thursday,Winter,0
1/21/2022,2022,1,21,1,1/1/2022,1/1/2022,1/16/2022,Friday,Winter,0
1/22/2022,2022,1,22,1,1/1/2022,1/1/2022,1/16/2022,Saturday,Winter,1
1/23/2022,2022,1,23,1,1/1/2022,1/1/2022,1/23/2022,Sunday,Winter,1
1/24/2022,2022,1,24,1,1/1/2022,1/1/2022,1/23/2022,Monday,Winter,0
1/25/2022,2022,1,25,1,1/1/2022,1/1/2022,1/23/2022,Tuesday,Winter,0
1/26/2022,2022,1,26,1,1/1/2022,1/1/2022,1/23/2022,Wednesday,Winter,0
1/27/2022,2022,1,27,1,1/1/2022,1/1/2022,1/23/2022,Thursday,Winter,0
1/28/2022,2022,1,28,1,1/1/2022,1/1/2022,1/23/2022,Friday,Winter,0
1/29/2022,2022,1,29,1,1/1/2022,1/1/2022,1/23/2022,Saturday,Winter,1
1/30/2022,2022,1,30,1,1/1/2022,1/1/2022,1/30/2022,Sunday,Winter,1
1/31/2022,2022,1,31,1,1/1/2022,1/1/2022,1/30/2022,Monday,Winter,0
2/1/2022,2022,2,1,1,1/1/2022,2/1/2022,1/30/2022,Tuesday,Winter,0
2/2/2022,2022,2,2,1,1/1/2022,2/1/2022,1/30/2022,Wednesday,Winter,0
2/3/2022,2022,2,3,1,1/1/2022,2/1/2022,1/30/2022,Thursday,Winter,0
2/4/2022,2022,2,4,1,1/1/2022,2/1/2022,1/30/2022,Friday,Winter,0
2/5/2022,2022,2,5,1,1/1/2022,2/1/2022,1/30/2022,Saturday,Winter,1
2/6/2022,2022,2,6,1,1/1/2022,2/1/2022,2/6/2022,Sunday,Winter,1
2/7/2022,2022,2,7,1,1/1/2022,2/1/2022,2/6/2022,Monday,Winter,0
2/8/2022,2022,2,8,1,1/1/2022,2/1/2022,2/6/2022,Tuesday,Winter,0
2/9/2022,2022,2,9,1,1/1/2022,2/1/2022,2/6/2022,Wednesday,Winter,0
2/10/2022,2022,2,10,1,1/1/2022,2/1/2022,2/6/2022,Thursday,Winter,0
2/11/2022,2022,2,11,1,1/1/2022,2/1/2022,2/6/2022,Friday,Winter,0
2/12/2022,2022,2,12,1,1/1/2022,2/1/2022,2/6/2022,Saturday,Winter,1
2/13/2022,2022,2,13,1,1/1/2022,2/1/2022,2/13/2022,Sunday,Winter,1
2/14/2022,2022,2,14,1,1/1/2022,2/1/2022,2/13/2022,Monday,Winter,0
2/15/2022,2022,2,15,1,1/1/2022,2/1/2022,2/13/2022,Tuesday,Winter,0
2/16/2022,2022,2,16,1,1/1/2022,2/1/2022,2/13/2022,Wednesday,Winter,0
2/17/2022,2022,2,17,1,1/1/2022,2/1/2022,2/13/2022,Thursday,Winter,0
2/18/2022,2022,2,18,1,1/1/2022,2/1/2022,2/13/2022,Friday,Winter,0
2/19/2022,2022,2,19,1,1/1/2022,2/1/2022,2/13/2022,Saturday,Winter,1
2/20/2022,2022,2,20,1,1/1/2022,2/1/2022,2/20/2022,Sunday,Winter,1
2/21/2022,2022,2,21,1,1/1/2022,2/1/2022,2/20/2022,Monday,Winter,0
2/22/2022,2022,2,22,1,1/1/2022,2/1/2022,2/20/2022,Tuesday,Winter,0
2/23/2022,2022,2,23,1,1/1/2022,2/1/2022,2/20/2022,Wednesday,Winter,0
2/24/2022,2022,2,24,1,1/1/2022,2/1/2022,2/20/2022,Thursday,Winter,0
2/25/2022,2022,2,25,1,1/1/2022,2/1/2022,2/20/2022,Friday,Winter,0
2/26/2022,2022,2,26,1,1/1/2022,2/1/2022,2/20/2022,Saturday,Winter,1
2/27/2022,2022,2,27,1,1/1/2022,2/1/2022,2/27/2022,Sunday,Winter,1
2/28/2022,2022,2,28,1,1/1/2022,2/1/2022,2/27/2022,Monday,Winter,0
3/1/2022,2022,3,1,1,1/1/2022,3/1/2022,2/27/2022,Tuesday,Spring,0
3/2/2022,2022,3,2,1,1/1/2022,3/1/2022,2/27/2022,Wednesday,Spring,0
3/3/2022,2022,3,3,1,1/1/2022,3/1/2022,2/27/2022,Thursday,Spring,0
3/4/2022,2022,3,4,1,1/1/2022,3/1/2022,2/27/2022,Friday,Spring,0
3/5/2022,2022,3,5,1,1/1/2022,3/1/2022,2/27/2022,Saturday,Spring,1
3/6/2022,2022,3,6,1,1/1/2022,3/1/2022,3/6/2022,Sunday,Spring,1
3/7/2022,2022,3,7,1,1/1/2022,3/1/2022,3/6/2022,Monday,Spring,0
3/8/2022,2022,3,8,1,1/1/2022,3/1/2022,3/6/2022,Tuesday,Spring,0
3/9/2022,2022,3,9,1,1/1/2022,3/1/2022,3/6/2022,Wednesday,Spring,0
3/10/2022,2022,3,10,1,1/1/2022,3/1/2022,3/6/2022,Thursday,Spring,0
3/11/2022,2022,3,11,1,1/1/2022,3/1/2022,3/6/2022,Friday,Spring,0
3/12/2022,2022,3,12,1,1/1/2022,3/1/2022,3/6/2022,Saturday,Spring,1
3/13/2022,2022,3,13,1,1/1/2022,3/1/2022,3/13/2022,Sunday,Spring,1
3/14/2022,2022,3,14,1,1/1/2022,3/1/2022,3/13/2022,Monday,Spring,0
3/15/2022,2022,3,15,1,1/1/2022,3/1/2022,3/13/2022,Tuesday,Spring,0
3/16/2022,2022,3,16,1,1/1/2022,3/1/2022,3/13/2022,Wednesday,Spring,0
3/17/2022,2022,3,17,1,1/1/2022,3/1/2022,3/13/2022,Thursday,Spring,0
3/18/2022,2022,3,18,1,1/1/2022,3/1/2022,3/13/2022,Friday,Spring,0
3/19/2022,2022,3,19,1,1/1/2022,3/1/2022,3/13/2022,Saturday,Spring,1
3/20/2022,2022,3,20,1,1/1/2022,3/1/2022,3/20/2022,Sunday,Spring,1
3/21/2022,2022,3,21,1,1/1/2022,3/1/2022,3/20/2022,Monday,Spring,0
3/22/2022,2022,3,22,1,1/1/2022,3/1/2022,3/20/2022,Tuesday,Spring,0
3/23/2022,2022,3,23,1,1/1/2022,3/1/2022,3/20/2022,Wednesday,Spring,0
3/24/2022,2022,3,24,1,1/1/2022,3/1/2022,3/20/2022,Thursday,Spring,0
3/25/2022,2022,3,25,1,1/1/2022,3/1/2022,3/20/2022,Friday,Spring,0
3/26/2022,2022,3,26,1,1/1/2022,3/1/2022,3/20/2022,Saturday,Spring,1
3/27/2022,2022,3,27,1,1/1/2022,3/1/2022,3/27/2022,Sunday,Spring,1
3/28/2022,2022,3,28,1,1/1/2022,3/1/2022,3/27/2022,Monday,Spring,0
3/29/2022,2022,3,29,1,1/1/2022,3/1/2022,3/27/2022,Tuesday,Spring,0
3/30/2022,2022,3,30,1,1/1/2022,3/1/2022,3/27/2022,Wednesday,Spring,0
3/31/2022,2022,3,31,1,1/1/2022,3/1/2022,3/27/2022,Thursday,Spring,0
4/1/2022,2022,4,1,1,4/1/2022,4/1/2022,3/27/2022,Friday,Spring,0
4/2/2022,2022,4,2,1,4/1/2022,4/1/2022,3/27/2022,Saturday,Spring,1
4/3/2022,2022,4,3,2,4/1/2022,4/1/2022,4/3/2022,Sunday,Spring,1
4/4/2022,2022,4,4,2,4/1/2022,4/1/2022,4/3/2022,Monday,Spring,0
4/5/2022,2022,4,5,2,4/1/2022,4/1/2022,4/3/2022,Tuesday,Spring,0
4/6/2022,2022,4,6,2,4/1/2022,4/1/2022,4/3/2022,Wednesday,Spring,0
4/7/2022,2022,4,7,2,4/1/2022,4/1/2022,4/3/2022,Thursday,Spring,0
4/8/2022,2022,4,8,2,4/1/2022,4/1/2022,4/3/2022,Friday,Spring,0
4/9/2022,2022,4,9,2,4/1/2022,4/1/2022,4/3/2022,Saturday,Spring,1
4/10/2022,2022,4,10,2,4/1/2022,4/1/2022,4/10/2022,Sunday,Spring,1
4/11/2022,2022,4,11,2,4/1/2022,4/1/2022,4/10/2022,Monday,Spring,0
4/12/2022,2022,4,12,2,4/1/2022,4/1/2022,4/10/2022,Tuesday,Spring,0
4/13/2022,2022,4,13,2,4/1/2022,4/1/2022,4/10/2022,Wednesday,Spring,0
4/14/2022,2022,4,14,2,4/1/2022,4/1/2022,4/10/2022,Thursday,Spring,0
4/15/2022,2022,4,15,2,4/1/2022,4/1/2022,4/10/2022,Friday,Spring,0
4/16/2022,2022,4,16,2,4/1/2022,4/1/2022,4/10/2022,Saturday,Spring,1
4/17/2022,2022,4,17,2,4/1/2022,4/1/2022,4/17/2022,Sunday,Spring,1
4/18/2022,2022,4,18,2,4/1/2022,4/1/2022,4/17/2022,Monday,Spring,0
4/19/2022,2022,4,19,2,4/1/2022,4/1/2022,4/17/2022,Tuesday,Spring,0
4/20/2022,2022,4,20,2,4/1/2022,4/1/2022,4/17/2022,Wednesday,Spring,0
4/21/2022,2022,4,21,2,4/1/2022,4/1/2022,4/17/2022,Thursday,Spring,0
4/22/2022,2022,4,22,2,4/1/2022,4/1/2022,4/17/2022,Friday,Spring,0
4/23/2022,2022,4,23,2,4/1/2022,4/1/2022,4/17/2022,Saturday,Spring,1
4/24/2022,2022,4,24,2,4/1/2022,4/1/2022,4/24/2022,Sunday,Spring,1
4/25/2022,2022,4,25,2,4/1/2022,4/1/2022,4/24/2022,Monday,Spring,0
4/26/2022,2022,4,26,2,4/1/2022,4/1/2022,4/24/2022,Tuesday,Spring,0
4/27/2022,2022,4,27,2,4/1/2022,4/1/2022,4/24/2022,Wednesday,Spring,0
4/28/2022,2022,4,28,2,4/1/2022,4/1/2022,4/24/2022,Thursday,Spring,0
4/29/2022,2022,4,29,2,4/1/2022,4/1/2022,4/24/2022,Friday,Spring,0
4/30/2022,2022,4,30,2,4/1/2022,4/1/2022,4/24/2022,Saturday,Spring,1
5/1/2022,2022,5,1,2,4/1/2022,5/1/2022,5/1/2022,Sunday,Spring,1
5/2/2022,2022,5,2,2,4/1/2022,5/1/2022,5/1/2022,Monday,Spring,0
5/3/2022,2022,5,3,2,4/1/2022,5/1/2022,5/1/2022,Tuesday,Spring,0
5/4/2022,2022,5,4,2,4/1/2022,5/1/2022,5/1/2022,Wednesday,Spring,0
5/5/2022,2022,5,5,2,4/1/2022,5/1/2022,5/1/2022,Thursday,Spring,0
5/6/2022,2022,5,6,2,4/1/2022,5/1/2022,5/1/2022,Friday,Spring,0
5/7/2022,2022,5,7,2,4/1/2022,5/1/2022,5/1/2022,Saturday,Spring,1
5/8/2022,2022,5,8,2,4/1/2022,5/1/2022,5/8/2022,Sunday,Spring,1
5/9/2022,2022,5,9,2,4/1/2022,5/1/2022,5/8/2022,Monday,Spring,0
5/10/2022,2022,5,10,2,4/1/2022,5/1/2022,5/8/2022,Tuesday,Spring,0
5/11/2022,2022,5,11,2,4/1/2022,5/1/2022,5/8/2022,Wednesday,Spring,0
5/12/2022,2022,5,12,2,4/1/2022,5/1/2022,5/8/2022,Thursday,Spring,0
5/13/2022,2022,5,13,2,4/1/2022,5/1/2022,5/8/2022,Friday,Spring,0
5/14/2022,2022,5,14,2,4/1/2022,5/1/2022,5/8/2022,Saturday,Spring,1
5/15/2022,2022,5,15,2,4/1/2022,5/1/2022,5/15/2022,Sunday,Spring,1
5/16/2022,2022,5,16,2,4/1/2022,5/1/2022,5/15/2022,Monday,Spring,0
5/17/2022,2022,5,17,2,4/1/2022,5/1/2022,5/15/2022,Tuesday,Spring,0
5/18/2022,2022,5,18,2,4/1/2022,5/1/2022,5/15/2022,Wednesday,Spring,0
5/19/2022,2022,5,19,2,4/1/2022,5/1/2022,5/15/2022,Thursday,Spring,0
5/20/2022,2022,5,20,2,4/1/2022,5/1/2022,5/15/2022,Friday,Spring,0
5/21/2022,2022,5,21,2,4/1/2022,5/1/2022,5/15/2022,Saturday,Spring,1
5/22/2022,2022,5,22,2,4/1/2022,5/1/2022,5/22/2022,Sunday,Spring,1
5/23/2022,2022,5,23,2,4/1/2022,5/1/2022,5/22/2022,Monday,Spring,0
5/24/2022,2022,5,24,2,4/1/2022,5/1/2022,5/22/2022,Tuesday,Spring,0
5/25/2022,2022,5,25,2,4/1/2022,5/1/2022,5/22/2022,Wednesday,Spring,0
5/26/2022,2022,5,26,2,4/1/2022,5/1/2022,5/22/2022,Thursday,Spring,0
5/27/2022,2022,5,27,2,4/1/2022,5/1/2022,5/22/2022,Friday,Spring,0
5/28/2022,2022,5,28,2,4/1/2022,5/1/2022,5/22/2022,Saturday,Spring,1
5/29/2022,2022,5,29,2,4/1/2022,5/1/2022,5/29/2022,Sunday,Spring,1
5/30/2022,2022,5,30,2,4/1/2022,5/1/2022,5/29/2022,Monday,Spring,0
5/31/2022,2022,5,31,2,4/1/2022,5/1/2022,5/29/2022,Tuesday,Spring,0
6/1/2022,2022,6,1,2,4/1/2022,6/1/2022,5/29/2022,Wednesday,Summer,0
6/2/2022,2022,6,2,2,4/1/2022,6/1/2022,5/29/2022,Thursday,Summer,0
6/3/2022,2022,6,3,2,4/1/2022,6/1/2022,5/29/2022,Friday,Summer,0
6/4/2022,2022,6,4,2,4/1/2022,6/1/2022,5/29/2022,Saturday,Summer,1
6/5/2022,2022,6,5,2,4/1/2022,6/1/2022,6/5/2022,Sunday,Summer,1
6/6/2022,2022,6,6,2,4/1/2022,6/1/2022,6/5/2022,Monday,Summer,0
6/7/2022,2022,6,7,2,4/1/2022,6/1/2022,6/5/2022,Tuesday,Summer,0
6/8/2022,2022,6,8,2,4/1/2022,6/1/2022,6/5/2022,Wednesday,Summer,0
6/9/2022,2022,6,9,2,4/1/2022,6/1/2022,6/5/2022,Thursday,Summer,0
6/10/2022,2022,6,10,2,4/1/2022,6/1/2022,6/5/2022,Friday,Summer,0
6/11/2022,2022,6,11,2,4/1/2022,6/1/2022,6/5/2022,Saturday,Summer,1
6/12/2022,2022,6,12,2,4/1/2022,6/1/2022,6/12/2022,Sunday,Summer,1
6/13/2022,2022,6,13,2,4/1/2022,6/1/2022,6/12/2022,Monday,Summer,0
6/14/2022,2022,6,14,2,4/1/2022,6/1/2022,6/12/2022,Tuesday,Summer,0
6/15/2022,2022,6,15,2,4/1/2022,6/1/2022,6/12/2022,Wednesday,Summer,0
6/16/2022,2022,6,16,2,4/1/2022,6/1/2022,6/12/2022,Thursday,Summer,0
6/17/2022,2022,6,17,2,4/1/2022,6/1/2022,6/12/2022,Friday,Summer,0
6/18/2022,2022,6,18,2,4/1/2022,6/1/2022,6/12/2022,Saturday,Summer,1
6/19/2022,2022,6,19,2,4/1/2022,6/1/2022,6/19/2022,Sunday,Summer,1
6/20/2022,2022,6,20,2,4/1/2022,6/1/2022,6/19/2022,Monday,Summer,0
6/21/2022,2022,6,21,2,4/1/2022,6/1/2022,6/19/2022,Tuesday,Summer,0
6/22/2022,2022,6,22,2,4/1/2022,6/1/2022,6/19/2022,Wednesday,Summer,0
6/23/2022,2022,6,23,2,4/1/2022,6/1/2022,6/19/2022,Thursday,Summer,0
6/24/2022,2022,6,24,2,4/1/2022,6/1/2022,6/19/2022,Friday,Summer,0
6/25/2022,2022,6,25,2,4/1/2022,6/1/2022,6/19/2022,Saturday,Summer,1
6/26/2022,2022,6,26,2,4/1/2022,6/1/2022,6/26/2022,Sunday,Summer,1
6/27/2022,2022,6,27,2,4/1/2022,6/1/2022,6/26/2022,Monday,Summer,0
6/28/2022,2022,6,28,2,4/1/2022,6/1/2022,6/26/2022,Tuesday,Summer,0
6/29/2022,2022,6,29,2,4/1/2022,6/1/2022,6/26/2022,Wednesday,Summer,0
6/30/2022,2022,6,30,2,4/1/2022,6/1/2022,6/26/2022,Thursday,Summer,0
7/1/2022,2022,7,1,2,7/1/2022,7/1/2022,6/26/2022,Friday,Summer,0
7/2/2022,2022,7,2,2,7/1/2022,7/1/2022,6/26/2022,Saturday,Summer,1
7/3/2022,2022,7,3,3,7/1/2022,7/1/2022,7/3/2022,Sunday,Summer,1
7/4/2022,2022,7,4,3,7/1/2022,7/1/2022,7/3/2022,Monday,Summer,0
7/5/2022,2022,7,5,3,7/1/2022,7/1/2022,7/3/2022,Tuesday,Summer,0
7/6/2022,2022,7,6,3,7/1/2022,7/1/2022,7/3/2022,Wednesday,Summer,0
7/7/2022,2022,7,7,3,7/1/2022,7/1/2022,7/3/2022,Thursday,Summer,0
7/8/2022,2022,7,8,3,7/1/2022,7/1/2022,7/3/2022,Friday,Summer,0
7/9/2022,2022,7,9,3,7/1/2022,7/1/2022,7/3/2022,Saturday,Summer,1
7/10/2022,2022,7,10,3,7/1/2022,7/1/2022,7/10/2022,Sunday,Summer,1
7/11/2022,2022,7,11,3,7/1/2022,7/1/2022,7/10/2022,Monday,Summer,0
7/12/2022,2022,7,12,3,7/1/2022,7/1/2022,7/10/2022,Tuesday,Summer,0
7/13/2022,2022,7,13,3,7/1/2022,7/1/2022,7/10/2022,Wednesday,Summer,0
7/14/2022,2022,7,14,3,7/1/2022,7/1/2022,7/10/2022,Thursday,Summer,0
7/15/2022,2022,7,15,3,7/1/2022,7/1/2022,7/10/2022,Friday,Summer,0
7/16/2022,2022,7,16,3,7/1/2022,7/1/2022,7/10/2022,Saturday,Summer,1
7/17/2022,2022,7,17,3,7/1/2022,7/1/2022,7/17/2022,Sunday,Summer,1
