Date,Mode,Ridership,Pct_PrePandemic
7/8/2022,Buses,1249434,0.6
7/8/2022,LIRR,163715,0.52
7/8/2022,MetroNorth,134620,0.48
7/8/2022,AccessARide,24108,0.85
7/8/2022,StatenIsland,949529,99
7/8/2022,Bridges_Tunnels,5625,41
7/9/2022,Subways,2061419,0.73
7/9/2022,Buses,885289,0.66
7/9/2022,LIRR,92765,0.73
7/9/2022,MetroNorth,89757,0.58
7/9/2022,AccessARide,14546,0.92
7/9/2022,StatenIsland,917802,99
7/9/2022,Bridges_Tunnels,2563,50
7/10/2022,Subways,1681041,0.72
7/10/2022,Buses,707984,0.65
7/10/2022,LIRR,82276,0.79
7/10/2022,MetroNorth,71195,0.67
7/10/2022,AccessARide,14147,0.86
7/10/2022,StatenIsland,921110,104
7/10/2022,Bridges_Tunnels,2016,56
7/11/2022,Subways,2876587,0.54
7/11/2022,Buses,1312895,0.63
7/11/2022,LIRR,167475,0.53
7/11/2022,MetroNorth,148113,0.52
7/11/2022,AccessARide,23255,0.82
7/11/2022,StatenIsland,913992,95
7/11/2022,Bridges_Tunnels,6163,45
7/12/2022,Subways,3148320,0.6
7/12/2022,Buses,1350346,0.65
7/12/2022,LIRR,180172,0.57
7/12/2022,MetroNorth,164494,0.58
7/12/2022,AccessARide,24697,0.87
7/12/2022,StatenIsland,913137,95
7/12/2022,Bridges_Tunnels,6780,49
7/13/2022,Subways,3229387,0.61
7/13/2022,Buses,1365172,0.66
7/13/2022,LIRR,178413,0.56
7/13/2022,MetroNorth,166187,0.59
7/13/2022,AccessARide,25800,0.91
7/13/2022,StatenIsland,944299,98
7/13/2022,Bridges_Tunnels,6536,47
7/14/2022,Subways,3203104,0.61
7/14/2022,Buses,1355975,0.65
7/14/2022,LIRR,174794,0.55
7/14/2022,MetroNorth,159599,0.56
7/14/2022,AccessARide,25312,0.89
7/14/2022,StatenIsland,977841,102
7/14/2022,Bridges_Tunnels,6413,47
7/15/2022,Subways,3021651,0.57
7/15/2022,Buses,1291217,0.62
7/15/2022,LIRR,171615,0.54
7/15/2022,MetroNorth,148858,0.53
7/15/2022,AccessARide,24177,0.85
7/15/2022,StatenIsland,994183,103
7/15/2022,Bridges_Tunnels,5527,40
7/16/2022,Subways,2093206,0.74
7/16/2022,Buses,859537,0.64
7/16/2022,LIRR,101758,0.8
7/16/2022,MetroNorth,98156,0.64
7/16/2022,AccessARide,15226,0.96
7/16/2022,StatenIsland,939649,102
7/16/2022,Bridges_Tunnels,64,1
7/17/2022,Subways,1674922,0.72
7/17/2022,Buses,701796,0.64
7/17/2022,LIRR,82028,0.78
7/17/2022,MetroNorth,80166,0.76
7/17/2022,AccessARide,13868,0.84
7/17/2022,StatenIsland,900361,102
7/17/2022,Bridges_Tunnels,7,0
7/18/2022,Subways,2720012,0.52
7/18/2022,Buses,1209240,0.58
7/18/2022,LIRR,162178,0.51
7/18/2022,MetroNorth,132779,0.47
7/18/2022,AccessARide,22670,0.8
7/18/2022,StatenIsland,877737,91
7/18/2022,Bridges_Tunnels,5543,40
7/19/2022,Subways,3169016,0.6
7/19/2022,Buses,1372407,0.66
7/19/2022,LIRR,180693,0.57
7/19/2022,MetroNorth,160294,0.57
7/19/2022,AccessARide,24933,0.88
7/19/2022,StatenIsland,932398,97
7/19/2022,Bridges_Tunnels,6593,48
7/20/2022,Subways,3190942,0.6
7/20/2022,Buses,1357383,0.66
7/20/2022,LIRR,180707,0.57
7/20/2022,MetroNorth,156988,0.55
7/20/2022,AccessARide,25590,0.9
7/20/2022,StatenIsland,945289,98
7/20/2022,Bridges_Tunnels,6167,45
7/21/2022,Subways,3109097,0.59
7/21/2022,Buses,1302978,0.63
7/21/2022,LIRR,173070,0.55
7/21/2022,MetroNorth,150414,0.53
7/21/2022,AccessARide,24308,0.86
7/21/2022,StatenIsland,954280,99
7/21/2022,Bridges_Tunnels,6166,45
7/22/2022,Subways,2942752,0.56
7/22/2022,Buses,1267907,0.61
7/22/2022,LIRR,174861,0.55
7/22/2022,MetroNorth,138068,0.49
7/22/2022,AccessARide,23926,0.84
7/22/2022,StatenIsland,993037,103
7/22/2022,Bridges_Tunnels,5322,39
7/23/2022,Subways,2028696,0.72
7/23/2022,Buses,862976,0.64
7/23/2022,LIRR,99341,0.78
7/23/2022,MetroNorth,86245,0.56
7/23/2022,AccessARide,14503,0.91
7/23/2022,StatenIsland,945847,102
7/23/2022,Bridges_Tunnels,32,1
7/24/2022,Subways,1596195,0.68
7/24/2022,Buses,674189,0.61
7/24/2022,LIRR,82656,0.79
7/24/2022,MetroNorth,68265,0.64
7/24/2022,AccessARide,12751,0.77
7/24/2022,StatenIsland,908767,103
7/24/2022,Bridges_Tunnels,6,0
7/25/2022,Subways,2727722,0.52
7/25/2022,Buses,1220826,0.59
7/25/2022,LIRR,163454,0.52
7/25/2022,MetroNorth,140432,0.5
7/25/2022,AccessARide,22355,0.79
7/25/2022,StatenIsland,893016,93
7/25/2022,Bridges_Tunnels,5692,41
7/26/2022,Subways,3175001,0.6
7/26/2022,Buses,1360570,0.66
7/26/2022,LIRR,186182,0.59
7/26/2022,MetroNorth,162994,0.58
7/26/2022,AccessARide,24990,0.88
7/26/2022,StatenIsland,942025,98
7/26/2022,Bridges_Tunnels,6479,47
7/27/2022,Subways,3232796,0.61
7/27/2022,Buses,1369023,0.66
7/27/2022,LIRR,185332,0.59
7/27/2022,MetroNorth,161241,0.57
7/27/2022,AccessARide,25759,0.91
7/27/2022,StatenIsland,957557,100
7/27/2022,Bridges_Tunnels,6667,48
7/28/2022,Subways,3151913,0.6
7/28/2022,Buses,1332113,0.64
7/28/2022,LIRR,173264,0.55
7/28/2022,MetroNorth,156936,0.55
7/28/2022,AccessARide,24413,0.86
7/28/2022,StatenIsland,974290,101
7/28/2022,Bridges_Tunnels,6421,47
7/29/2022,Subways,2932846,0.56
7/29/2022,Buses,1260714,0.61
7/29/2022,LIRR,166723,0.53
7/29/2022,MetroNorth,147568,0.52
7/29/2022,AccessARide,23697,0.84
7/29/2022,StatenIsland,979719,102
7/29/2022,Bridges_Tunnels,5532,40
7/30/2022,Subways,2074421,0.73
7/30/2022,Buses,893846,0.66
7/30/2022,LIRR,89426,0.7
7/30/2022,MetroNorth,96840,0.63
7/30/2022,AccessARide,15068,0.95
7/30/2022,StatenIsland,954809,103
7/30/2022,Bridges_Tunnels,56,1
7/31/2022,Subways,1649097,0.71
7/31/2022,Buses,693700,0.63
7/31/2022,LIRR,77991,0.74
7/31/2022,MetroNorth,78953,0.74
7/31/2022,AccessARide,14046,0.85
7/31/2022,StatenIsland,929822,105
7/31/2022,Bridges_Tunnels,3,0
8/1/2022,Subways,2739262,0.53
8/1/2022,Buses,1240007,0.61
8/1/2022,LIRR,151752,0.49
8/1/2022,MetroNorth,138431,0.51
8/1/2022,AccessARide,22892,0.82
8/1/2022,StatenIsland,904119,93
8/1/2022,Bridges_Tunnels,5673,42
8/2/2022,Subways,3070101,0.6
8/2/2022,Buses,1346324,0.67
8/2/2022,LIRR,173023,0.55
8/2/2022,MetroNorth,158236,0.58
8/2/2022,AccessARide,24865,0.89
8/2/2022,StatenIsland,919127,95
8/2/2022,Bridges_Tunnels,6452,48
8/3/2022,Subways,3124038,0.61
8/3/2022,Buses,1367848,0.68
8/3/2022,LIRR,173751,0.56
8/3/2022,MetroNorth,158305,0.58
8/3/2022,AccessARide,26785,0.96
8/3/2022,StatenIsland,947338,97
8/3/2022,Bridges_Tunnels,6170,46
8/4/2022,Subways,3049076,0.59
8/4/2022,Buses,1323229,0.66
8/4/2022,LIRR,174491,0.56
8/4/2022,MetroNorth,147770,0.54
8/4/2022,AccessARide,25326,0.91
8/4/2022,StatenIsland,976459,100
8/4/2022,Bridges_Tunnels,5409,40
8/5/2022,Subways,2822155,0.55
8/5/2022,Buses,1260961,0.62
8/5/2022,LIRR,161323,0.52
8/5/2022,MetroNorth,129376,0.47
8/5/2022,AccessARide,23824,0.85
8/5/2022,StatenIsland,976443,100
8/5/2022,Bridges_Tunnels,4754,36
8/6/2022,Subways,1999580,0.68
8/6/2022,Buses,865676,0.63
8/6/2022,LIRR,95704,0.72
8/6/2022,MetroNorth,84495,0.56
8/6/2022,AccessARide,14893,0.9
8/6/2022,StatenIsland,944842,99
8/6/2022,Bridges_Tunnels,33,1
8/7/2022,Subways,1542311,0.65
8/7/2022,Buses,670866,0.61
8/7/2022,LIRR,78449,0.75
8/7/2022,MetroNorth,66242,0.64
8/7/2022,AccessARide,14367,0.8
8/7/2022,StatenIsland,882525,96
8/7/2022,Bridges_Tunnels,153,4
8/8/2022,Subways,2705428,0.53
8/8/2022,Buses,1276524,0.63
8/8/2022,LIRR,165363,0.53
8/8/2022,MetroNorth,137457,0.5
8/8/2022,AccessARide,22965,0.82
8/8/2022,StatenIsland,926426,95
8/8/2022,Bridges_Tunnels,5496,41
8/9/2022,Subways,3013784,0.59
8/9/2022,Buses,1308034,0.65
8/9/2022,LIRR,173284,0.55
8/9/2022,MetroNorth,151624,0.56
8/9/2022,AccessARide,25056,0.9
8/9/2022,StatenIsland,922400,95
8/9/2022,Bridges_Tunnels,5935,44
8/10/2022,Subways,3134434,0.61
8/10/2022,Buses,1347916,0.67
8/10/2022,LIRR,178656,0.57
8/10/2022,MetroNorth,147931,0.54
8/10/2022,AccessARide,26098,0.93
8/10/2022,StatenIsland,948711,98
8/10/2022,Bridges_Tunnels,6117,46
8/11/2022,Subways,3093548,0.6
8/11/2022,Buses,1315101,0.65
8/11/2022,LIRR,171390,0.55
8/11/2022,MetroNorth,146019,0.54
8/11/2022,AccessARide,25553,0.91
8/11/2022,StatenIsland,966856,99
8/11/2022,Bridges_Tunnels,5842,44
8/12/2022,Subways,2963913,0.58
8/12/2022,Buses,1273620,0.63
8/12/2022,LIRR,175220,0.56
8/12/2022,MetroNorth,137578,0.5
8/12/2022,AccessARide,24849,0.89
8/12/2022,StatenIsland,996504,103
8/12/2022,Bridges_Tunnels,5422,41
8/13/2022,Subways,2089217,0.71
8/13/2022,Buses,878499,0.64
8/13/2022,LIRR,103227,0.77
8/13/2022,MetroNorth,89569,0.59
8/13/2022,AccessARide,15889,0.96
8/13/2022,StatenIsland,953867,100
8/13/2022,Bridges_Tunnels,1632,35
8/14/2022,Subways,1677803,0.7
8/14/2022,Buses,692644,0.63
8/14/2022,LIRR,88242,0.85
8/14/2022,MetroNorth,72900,0.7
8/14/2022,AccessARide,14492,0.81
8/14/2022,StatenIsland,931953,101
8/14/2022,Bridges_Tunnels,1339,37
8/15/2022,Subways,2768347,0.54
8/15/2022,Buses,1234308,0.61
8/15/2022,LIRR,161519,0.52
8/15/2022,MetroNorth,144170,0.53
8/15/2022,AccessARide,23199,0.83
8/15/2022,StatenIsland,921408,95
8/15/2022,Bridges_Tunnels,5395,40
8/16/2022,Subways,3045892,0.59
8/16/2022,Buses,1288800,0.64
8/16/2022,LIRR,173651,0.56
8/16/2022,MetroNorth,157888,0.58
8/16/2022,AccessARide,24994,0.89
8/16/2022,StatenIsland,919835,95
8/16/2022,Bridges_Tunnels,6228,47
8/17/2022,Subways,3074027,0.6
8/17/2022,Buses,1284966,0.64
8/17/2022,LIRR,172248,0.55
8/17/2022,MetroNorth,155815,0.57
8/17/2022,AccessARide,25904,0.93
8/17/2022,StatenIsland,935484,96
8/17/2022,Bridges_Tunnels,6080,45
8/18/2022,Subways,3077928,0.6
8/18/2022,Buses,1283965,0.64
8/18/2022,LIRR,181136,0.58
8/18/2022,MetroNorth,150643,0.55
8/18/2022,AccessARide,25701,0.92
8/18/2022,StatenIsland,982598,101
8/18/2022,Bridges_Tunnels,5834,44
8/19/2022,Subways,2918737,0.57
8/19/2022,Buses,1239929,0.61
8/19/2022,LIRR,164682,0.53
8/19/2022,MetroNorth,141791,0.52
8/19/2022,AccessARide,24141,0.86
8/19/2022,StatenIsland,995590,102
8/19/2022,Bridges_Tunnels,5132,38
8/20/2022,Subways,2038622,0.69
8/20/2022,Buses,875371,0.64
8/20/2022,LIRR,96552,0.72
8/20/2022,MetroNorth,97718,0.64
8/20/2022,AccessARide,15903,0.96
8/20/2022,StatenIsland,952947,99
8/20/2022,Bridges_Tunnels,1699,36
8/21/2022,Subways,1619422,0.68
8/21/2022,Buses,692309,0.63
8/21/2022,LIRR,84669,0.81
8/21/2022,MetroNorth,81666,0.79
8/21/2022,AccessARide,14617,0.81
8/21/2022,StatenIsland,918196,100
8/21/2022,Bridges_Tunnels,1272,35
8/22/2022,Subways,2622885,0.51
8/22/2022,Buses,1144254,0.57
8/22/2022,LIRR,160918,0.51
8/22/2022,MetroNorth,141482,0.52
8/22/2022,AccessARide,21887,0.78
8/22/2022,StatenIsland,884589,91
8/22/2022,Bridges_Tunnels,5185,39
8/23/2022,Subways,2992615,0.58
8/23/2022,Buses,1261782,0.63
8/23/2022,LIRR,173898,0.56
8/23/2022,MetroNorth,155953,0.57
8/23/2022,AccessARide,24448,0.88
8/23/2022,StatenIsland,921483,95
8/23/2022,Bridges_Tunnels,5903,44
8/24/2022,Subways,3020710,0.59
8/24/2022,Buses,1288092,0.64
8/24/2022,LIRR,177790,0.57
8/24/2022,MetroNorth,151169,0.55
8/24/2022,AccessARide,25654,0.92
8/24/2022,StatenIsland,946975,97
8/24/2022,Bridges_Tunnels,6036,45
8/25/2022,Subways,3090901,0.6
8/25/2022,Buses,1310134,0.65
8/25/2022,LIRR,177178,0.57
8/25/2022,MetroNorth,142659,0.52
8/25/2022,AccessARide,24964,0.89
8/25/2022,StatenIsland,981024,101
8/25/2022,Bridges_Tunnels,6122,46
8/26/2022,Subways,2863653,0.56
8/26/2022,Buses,1217448,0.6
8/26/2022,LIRR,171765,0.55
8/26/2022,MetroNorth,133306,0.49
8/26/2022,AccessARide,23417,0.84
8/26/2022,StatenIsland,967932,100
8/26/2022,Bridges_Tunnels,4969,37
8/27/2022,Subways,2066542,0.7
8/27/2022,Buses,874084,0.64
8/27/2022,LIRR,103192,0.77
8/27/2022,MetroNorth,90006,0.59
8/27/2022,AccessARide,15575,0.94
8/27/2022,StatenIsland,977708,102
8/27/2022,Bridges_Tunnels,2214,47
8/28/2022,Subways,1651689,0.69
8/28/2022,Buses,681823,0.62
8/28/2022,LIRR,86867,0.83
8/28/2022,MetroNorth,76296,0.73
8/28/2022,AccessARide,14506,0.81
8/28/2022,StatenIsland,940460,102
8/28/2022,Bridges_Tunnels,1816,51
8/29/2022,Subways,2836374,0.55
8/29/2022,Buses,1263000,0.63
8/29/2022,LIRR,180588,0.58
8/29/2022,MetroNorth,140540,0.52
8/29/2022,AccessARide,22503,0.81
8/29/2022,StatenIsland,927114,95
8/29/2022,Bridges_Tunnels,5705,43
8/30/2022,Subways,3091873,0.6
8/30/2022,Buses,1326293,0.66
8/30/2022,LIRR,195986,0.63
8/30/2022,MetroNorth,152025,0.56
8/30/2022,AccessARide,24300,0.87
8/30/2022,StatenIsland,934163,96
8/30/2022,Bridges_Tunnels,6228,47
8/31/2022,Subways,3144027,0.61
8/31/2022,Buses,1342568,0.67
8/31/2022,LIRR,197154,0.63
8/31/2022,MetroNorth,149499,0.55
8/31/2022,AccessARide,25541,0.91
8/31/2022,StatenIsland,972327,100
8/31/2022,Bridges_Tunnels,6261,47
9/1/2022,Subways,3114667,0.54
9/1/2022,Buses,1338287,0.58
9/1/2022,LIRR,186311,0.57
9/1/2022,MetroNorth,140082,0.49
9/1/2022,AccessARide,25382,0.85
9/1/2022,StatenIsland,997846,105
9/1/2022,Bridges_Tunnels,6189,36
9/2/2022,Subways,2925306,0.51
9/2/2022,Buses,1250956,0.54
9/2/2022,LIRR,185153,0.57
9/2/2022,MetroNorth,138009,0.48
9/2/2022,AccessARide,24696,0.83
9/2/2022,StatenIsland,1006354,106
9/2/2022,Bridges_Tunnels,5307,31
9/3/2022,Subways,2116811,0.66
9/3/2022,Buses,867750,0.62
9/3/2022,LIRR,116405,0.98
9/3/2022,MetroNorth,94997,0.62
9/3/2022,AccessARide,15863,0.93
9/3/2022,StatenIsland,924383,97
9/3/2022,Bridges_Tunnels,2455,59
9/4/2022,Subways,1802349,0.71
9/4/2022,Buses,701646,0.64
9/4/2022,LIRR,97728,0.98
9/4/2022,MetroNorth,77386,0.74
9/4/2022,AccessARide,15428,0.9
9/4/2022,StatenIsland,901892,102
9/4/2022,Bridges_Tunnels,1894,65
9/5/2022,Subways,1691887,0.66
9/5/2022,Buses,682671,0.62
9/5/2022,LIRR,93198,0.94
9/5/2022,MetroNorth,74585,0.71
9/5/2022,AccessARide,9722,0.57
9/5/2022,StatenIsland,801463,91
9/5/2022,Bridges_Tunnels,1977,68
9/6/2022,Subways,3063503,0.53
9/6/2022,Buses,1231759,0.53
9/6/2022,LIRR,190260,0.58
9/6/2022,MetroNorth,164255,0.57
9/6/2022,AccessARide,24963,0.84
9/6/2022,StatenIsland,892569,94
9/6/2022,Bridges_Tunnels,6016,35
9/7/2022,Subways,3444556,0.6
9/7/2022,Buses,1412342,0.61
9/7/2022,LIRR,203983,0.62
9/7/2022,MetroNorth,179628,0.62
9/7/2022,AccessARide,26773,0.9
9/7/2022,StatenIsland,939358,99
9/7/2022,Bridges_Tunnels,6698,39
9/8/2022,Subways,3644407,0.63
9/8/2022,Buses,1517502,0.65
9/8/2022,LIRR,199489,0.61
9/8/2022,MetroNorth,178788,0.62
9/8/2022,AccessARide,27121,0.91
9/8/2022,StatenIsland,966189,101
9/8/2022,Bridges_Tunnels,7185,42
9/9/2022,Subways,3481756,0.6
9/9/2022,Buses,1492297,0.64
9/9/2022,LIRR,189930,0.58
9/9/2022,MetroNorth,161197,0.56
9/9/2022,AccessARide,25627,0.86
9/9/2022,StatenIsland,1009058,106
9/9/2022,Bridges_Tunnels,6432,38
9/10/2022,Subways,2356865,0.73
9/10/2022,Buses,914744,0.65
9/10/2022,LIRR,103789,0.88
9/10/2022,MetroNorth,98043,0.64
9/10/2022,AccessARide,15345,0.9
9/10/2022,StatenIsland,982329,103
9/10/2022,Bridges_Tunnels,1948,47
9/11/2022,Subways,1737251,0.68
9/11/2022,Buses,659929,0.6
9/11/2022,LIRR,82638,0.83
9/11/2022,MetroNorth,72789,0.69
9/11/2022,AccessARide,14467,0.84
9/11/2022,StatenIsland,862493,97
9/11/2022,Bridges_Tunnels,1275,44
9/12/2022,Subways,3382150,0.59
9/12/2022,Buses,1519324,0.65
9/12/2022,LIRR,187548,0.57
9/12/2022,MetroNorth,163430,0.57
9/12/2022,AccessARide,24947,0.84
9/12/2022,StatenIsland,925590,97
9/12/2022,Bridges_Tunnels,6863,40
9/13/2022,Subways,3618354,0.63
9/13/2022,Buses,1557686,0.67
9/13/2022,LIRR,200171,0.61
9/13/2022,MetroNorth,180183,0.62
9/13/2022,AccessARide,26317,0.89
9/13/2022,StatenIsland,921108,97
9/13/2022,Bridges_Tunnels,7552,44
9/14/2022,Subways,3741978,0.65
9/14/2022,Buses,1590666,0.68
9/14/2022,LIRR,202713,0.62
9/14/2022,MetroNorth,181619,0.63
9/14/2022,AccessARide,28124,0.95
9/14/2022,StatenIsland,954907,100
9/14/2022,Bridges_Tunnels,7740,45
9/15/2022,Subways,3747731,0.65
9/15/2022,Buses,1573907,0.68
9/15/2022,LIRR,197284,0.6
9/15/2022,MetroNorth,175672,0.61
9/15/2022,AccessARide,27391,0.92
9/15/2022,StatenIsland,981703,103
9/15/2022,Bridges_Tunnels,7725,45
9/16/2022,Subways,3502358,0.61
9/16/2022,Buses,1501956,0.65
9/16/2022,LIRR,184424,0.56
9/16/2022,MetroNorth,155750,0.54
9/16/2022,AccessARide,26025,0.88
9/16/2022,StatenIsland,1015255,107
9/16/2022,Bridges_Tunnels,6797,40
9/17/2022,Subways,2350888,0.73
9/17/2022,Buses,916215,0.65
9/17/2022,LIRR,99403,0.84
9/17/2022,MetroNorth,101734,0.67
9/17/2022,AccessARide,15828,0.92
9/17/2022,StatenIsland,971118,102
9/17/2022,Bridges_Tunnels,2693,65
9/18/2022,Subways,1844317,0.72
9/18/2022,Buses,712161,0.65
9/18/2022,LIRR,86329,0.87
9/18/2022,MetroNorth,79158,0.75
9/18/2022,AccessARide,15588,0.91
9/18/2022,StatenIsland,935291,106
9/18/2022,Bridges_Tunnels,1944,66
9/19/2022,Subways,3369999,0.58
9/19/2022,Buses,1490926,0.64
9/19/2022,LIRR,187831,0.57
9/19/2022,MetroNorth,164392,0.57
9/19/2022,AccessARide,24491,0.82
9/19/2022,StatenIsland,909943,96
9/19/2022,Bridges_Tunnels,7155,42
9/20/2022,Subways,3767024,0.65
9/20/2022,Buses,1554448,0.67
9/20/2022,LIRR,203873,0.62
9/20/2022,MetroNorth,188771,0.65
9/20/2022,AccessARide,26148,0.88
9/20/2022,StatenIsland,930442,98
9/20/2022,Bridges_Tunnels,7962,47
9/21/2022,Subways,3878782,0.67
9/21/2022,Buses,1543632,0.66
9/21/2022,LIRR,204572,0.62
9/21/2022,MetroNorth,188361,0.65
9/21/2022,AccessARide,27479,0.93
9/21/2022,StatenIsland,946181,99
9/21/2022,Bridges_Tunnels,8112,47
9/22/2022,Subways,3732919,0.65
9/22/2022,Buses,1433737,0.62
9/22/2022,LIRR,190703,0.58
9/22/2022,MetroNorth,174952,0.61
9/22/2022,AccessARide,26136,0.88
9/22/2022,StatenIsland,938754,99
9/22/2022,Bridges_Tunnels,7883,46
9/23/2022,Subways,3626482,0.63
9/23/2022,Buses,1413234,0.61
9/23/2022,LIRR,190670,0.58
9/23/2022,MetroNorth,168866,0.59
9/23/2022,AccessARide,25738,0.87
9/23/2022,StatenIsland,981726,103
9/23/2022,Bridges_Tunnels,6902,40
9/24/2022,Subways,2377091,0.74
9/24/2022,Buses,860948,0.61
9/24/2022,LIRR,98192,0.83
9/24/2022,MetroNorth,115822,0.76
9/24/2022,AccessARide,15593,0.91
9/24/2022,StatenIsland,944900,99
9/24/2022,Bridges_Tunnels,1975,48
9/25/2022,Subways,1759832,0.69
9/25/2022,Buses,660871,0.6
9/25/2022,LIRR,81212,0.82
9/25/2022,MetroNorth,87366,0.83
9/25/2022,AccessARide,14770,0.86
9/25/2022,StatenIsland,861534,97
9/25/2022,Bridges_Tunnels,1582,54
9/26/2022,Subways,2812853,0.49
9/26/2022,Buses,1206954,0.52
9/26/2022,LIRR,177235,0.54
9/26/2022,MetroNorth,153930,0.53
9/26/2022,AccessARide,21532,0.73
9/26/2022,StatenIsland,868980,91
9/26/2022,Bridges_Tunnels,5848,34
9/27/2022,Subways,3204114,0.56
9/27/2022,Buses,1290217,0.56
9/27/2022,LIRR,192275,0.59
9/27/2022,MetroNorth,176941,0.61
9/27/2022,AccessARide,24344,0.82
9/27/2022,StatenIsland,886658,93
9/27/2022,Bridges_Tunnels,6744,39
9/28/2022,Subways,3712354,0.64
9/28/2022,Buses,1541900,0.66
9/28/2022,LIRR,201525,0.62
9/28/2022,MetroNorth,179234,0.62
9/28/2022,AccessARide,27423,0.92
9/28/2022,StatenIsland,930967,98
9/28/2022,Bridges_Tunnels,7903,46
9/29/2022,Subways,3707751,0.64
9/29/2022,Buses,1503472,0.65
9/29/2022,LIRR,194288,0.59
9/29/2022,MetroNorth,173138,0.6
9/29/2022,AccessARide,26857,0.9
9/29/2022,StatenIsland,960265,101
9/29/2022,Bridges_Tunnels,7738,45
9/30/2022,Subways,3503239,0.61
9/30/2022,Buses,1477082,0.64
9/30/2022,LIRR,181549,0.55
9/30/2022,MetroNorth,164028,0.57
9/30/2022,AccessARide,26614,0.9
9/30/2022,StatenIsland,997765,105
9/30/2022,Bridges_Tunnels,6623,39
10/1/2022,Subways,2032983,0.61
10/1/2022,Buses,758826,0.55
10/1/2022,LIRR,72081,0.64
10/1/2022,MetroNorth,80394,0.53
10/1/2022,AccessARide,13718,0.78
10/1/2022,StatenIsland,820869,87
10/1/2022,Bridges_Tunnels,1855,41
10/2/2022,Subways,1621851,0.66
10/2/2022,Buses,591909,0.59
10/2/2022,LIRR,61918,0.68
10/2/2022,MetroNorth,68450,0.65
10/2/2022,AccessARide,13897,0.76
10/2/2022,StatenIsland,793492,94
10/2/2022,Bridges_Tunnels,1302,34
10/3/2022,Subways,3370048,0.59
10/3/2022,Buses,1426633,0.63
10/3/2022,LIRR,173268,0.55
10/3/2022,MetroNorth,153913,0.53
10/3/2022,AccessARide,25390,0.85
10/3/2022,StatenIsland,880633,95
10/3/2022,Bridges_Tunnels,6824,38
10/4/2022,Subways,3397689,0.59
10/4/2022,Buses,1354099,0.6
10/4/2022,LIRR,181887,0.58
10/4/2022,MetroNorth,166868,0.57
10/4/2022,AccessARide,25282,0.85
10/4/2022,StatenIsland,833631,90
10/4/2022,Bridges_Tunnels,6825,38
10/5/2022,Subways,3077346,0.54
10/5/2022,Buses,1206674,0.54
10/5/2022,LIRR,176091,0.56
10/5/2022,MetroNorth,158117,0.54
10/5/2022,AccessARide,24305,0.82
10/5/2022,StatenIsland,816200,88
10/5/2022,Bridges_Tunnels,6012,34
10/6/2022,Subways,3848909,0.67
10/6/2022,Buses,1554806,0.69
10/6/2022,LIRR,203783,0.65
10/6/2022,MetroNorth,182247,0.63
10/6/2022,AccessARide,28527,0.96
10/6/2022,StatenIsland,981805,106
10/6/2022,Bridges_Tunnels,7907,44
10/7/2022,Subways,3591080,0.62
10/7/2022,Buses,1480214,0.66
10/7/2022,LIRR,204261,0.65
10/7/2022,MetroNorth,166955,0.57
10/7/2022,AccessARide,26725,0.9
10/7/2022,StatenIsland,1018633,110
10/7/2022,Bridges_Tunnels,6865,38
10/8/2022,Subways,2397249,0.72
10/8/2022,Buses,888506,0.64
10/8/2022,LIRR,114687,1.01
10/8/2022,MetroNorth,110122,0.72
10/8/2022,AccessARide,15448,0.87
10/8/2022,StatenIsland,965140,102
10/8/2022,Bridges_Tunnels,1975,43
10/9/2022,Subways,1917721,0.78
10/9/2022,Buses,691656,0.69
10/9/2022,LIRR,97984,1.08
10/9/2022,MetroNorth,88783,0.84
10/9/2022,AccessARide,14776,0.8
10/9/2022,StatenIsland,911141,108
10/9/2022,Bridges_Tunnels,2200,58
10/10/2022,Subways,2556722,0.44
10/10/2022,Buses,1034288,0.46
10/10/2022,LIRR,163310,0.52
10/10/2022,MetroNorth,152488,0.52
10/10/2022,AccessARide,17806,0.6
10/10/2022,StatenIsland,845129,91
10/10/2022,Bridges_Tunnels,4220,24
10/11/2022,Subways,3649405,0.63
10/11/2022,Buses,1521587,0.68
10/11/2022,LIRR,203885,0.65
10/11/2022,MetroNorth,192887,0.66
10/11/2022,AccessARide,26435,0.89
10/11/2022,StatenIsland,899509,97
10/11/2022,Bridges_Tunnels,7841,44
10/12/2022,Subways,3776129,0.66
10/12/2022,Buses,1554226,0.69
10/12/2022,LIRR,203866,0.65
10/12/2022,MetroNorth,185488,0.64
10/12/2022,AccessARide,28193,0.95
10/12/2022,StatenIsland,945786,102
10/12/2022,Bridges_Tunnels,7820,44
10/13/2022,Subways,3682799,0.64
10/13/2022,Buses,1463795,0.65
10/13/2022,LIRR,195360,0.62
10/13/2022,MetroNorth,173174,0.6
10/13/2022,AccessARide,26422,0.89
10/13/2022,StatenIsland,935038,101
10/13/2022,Bridges_Tunnels,7593,43
10/14/2022,Subways,3578772,0.62
10/14/2022,Buses,1468602,0.65
10/14/2022,LIRR,186594,0.59
10/14/2022,MetroNorth,170188,0.59
10/14/2022,AccessARide,26877,0.9
10/14/2022,StatenIsland,1000719,108
10/14/2022,Bridges_Tunnels,6877,39
10/15/2022,Subways,2363501,0.71
10/15/2022,Buses,914771,0.66
10/15/2022,LIRR,100804,0.89
10/15/2022,MetroNorth,108230,0.71
10/15/2022,AccessARide,15945,0.9
10/15/2022,StatenIsland,964859,102
10/15/2022,Bridges_Tunnels,1897,42
10/16/2022,Subways,1773903,0.72
